"","Project.Plot","Plant_tag","DBH_mm","Height_m","Veg_Type","ID","Status","Distance_km"
"304","DF_3B","702",14.7,3.1,"Tree","Bleischmedia sp 1","Defaunated",20.195
"305","DF_3B","2158",11.2,1.7,"Sapling","Lichostema glanscesens","Defaunated",20.195
"306","DF_3B","2131",9.8,1.5,"Sapling","Dialium pachyphyllum","Defaunated",20.195
"307","DF_3B","3853",8.7,20,"Tree","Baphia leptobotris","Defaunated",20.195
"308","DF_3B","3897",11.2,1.6,"Sapling","Baphia leptobotris","Defaunated",20.195
"309","DF_3B","2155",10.4,2.4,"Tree","Lichostema glanscesens","Defaunated",20.195
"310","DF_3B","2105",15.3,2.4,"Tree","Coffea sp 1","Defaunated",20.195
"311","DF_3B","3874",13.2,1.7,"Sapling","Clenianthus gabonii","Defaunated",20.195
"312","DF_3B","3112",24.7,3.8,"Tree","Clenianthus gabonii","Defaunated",20.195
"313","DF_3B","2149",27.3,5.5,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"314","DF_3B","7180",16.5,2.9,"Tree","Chytranthus talbotii","Defaunated",20.195
"315","DF_3B","861",30.4,4.4,"Tree","Centroplacus glaucinus","Defaunated",20.195
"316","DF_3B","7117",42.8,5,"Tree","Baphia leptobotris","Defaunated",20.195
"317","DF_3B","7183",41.8,3.3,"Tree","Baphia leptobotris","Defaunated",20.195
"318","DF_3B","7182",35.5,5,"Tree","Chytranthus talbotii","Defaunated",20.195
"319","DF_3B","7229",14.9,1.7,"Sapling","Dialium pachyphyllum","Defaunated",20.195
"320","DF_3B","7285",38.8,8,"Tree","Centroplacus glaucinus","Defaunated",20.195
"321","DF_3B","7275",18.4,3.1,"Tree","Clenianthus gabonii","Defaunated",20.195
"322","DF_3B","7348",2.9,13,"Tree","Dialium bipindense","Defaunated",20.195
"323","DF_3B","7343",5,12,"Tree","Baphia leptobotris","Defaunated",20.195
"324","DF_3B","7296",20.4,5,"Tree","Centroplacus glaucinus","Defaunated",20.195
"325","DF_3B","7273",38.2,4.5,"Tree","Odoniodendron sp 1","Defaunated",20.195
"326","DF_3B","7277",15.1,2.4,"Tree","Baphia leptobotris","Defaunated",20.195
"327","DF_3B","7272",13.7,2.2,"Tree","Coffea sp 1","Defaunated",20.195
"328","DF_3B","3031",19.8,2.7,"Tree","Baphia leptobotris","Defaunated",20.195
"329","DF_3B","22",12.6,2.9,"Tree","Dialium dinklagei","Defaunated",20.195
"330","DF_3B","3100",29,4.5,"Tree","Baphia leptobotris","Defaunated",20.195
"331","DF_3B","657",36.3,7,"Tree","Centroplacus glaucinus","Defaunated",20.195
"332","DF_3B","426",29.6,2.9,"Tree","Lichostema glanscesens","Defaunated",20.195
"333","DF_3B","3116",15.1,1.8,"Sapling","Napoleona vogellei","Defaunated",20.195
"334","DF_3B","2127",22.5,2.8,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"335","DF_3B","2120",2.9,10,"Tree","Baphia leptobotris","Defaunated",20.195
"336","DF_3B","4391",18.8,3.3,"Tree","Carapa procera","Defaunated",20.195
"337","DF_3B","559",23.4,3.5,"Tree","Chytranthus talbotii","Defaunated",20.195
"338","DF_3B","2538",91.44,9,"Tree","Baphia leptobotris","Defaunated",20.195
"339","DF_3B","5836",16.9,2.3,"Tree","Chytranthus talbotii","Defaunated",20.195
"340","DF_3B","4384",10.8,1.5,"Sapling","Odoniodendron sp 1","Defaunated",20.195
"341","DF_3B","410",3.1,13,"Tree","Lichostema glanscesens","Defaunated",20.195
"342","DF_3B","758",8.8,1.5,"Sapling","Garcinia afzelli","Defaunated",20.195
"343","DF_3B","4365",15.5,6,"Tree","Centroplacus glaucinus","Defaunated",20.195
"344","DF_3B","797",16.5,2.3,"Tree","Lichostema glanscesens","Defaunated",20.195
"345","DF_3B","778",8.1,1.9,"Sapling","Coffea sp 1","Defaunated",20.195
"346","DF_3B","7308",18.2,4,"Tree","Centroplacus glaucinus","Defaunated",20.195
"347","DF_3B","408",17.2,7,"Tree","Lichostema glanscesens","Defaunated",20.195
"348","DF_3B","2151",12.2,1.5,"Sapling","Coffea sp 1","Defaunated",20.195
"349","DF_3B","5860",20.8,4.2,"Tree","Chytranthus talbotii","Defaunated",20.195
"350","DF_3B","3519",2.1,8,"Tree","Baphia leptobotris","Defaunated",20.195
"351","DF_3B","2472",14.5,1.6,"Sapling","Bleischmedia sp 1","Defaunated",20.195
"352","DF_3B","7178",9.6,1.8,"Sapling","Coffea sp 1","Defaunated",20.195
"353","DF_3B","3683",17.1,2.3,"Tree","Dialium dinklagei","Defaunated",20.195
"354","DF_3B","3045",15.3,1.6,"Sapling","Pausinystalia macroceras","Defaunated",20.195
"355","DF_3B","7431",8.6,2,"Tree","Eremospatha sp 1","Defaunated",20.195
"356","DF_3B","7470",14.1,1.72,"Sapling","Baphia leptobotris","Defaunated",20.195
"357","DF_3B","7420",15.1,2.9,"Tree","Greenwaydendron gabonica","Defaunated",20.195
"358","DF_3B","7434",36.7,3.4,"Tree","Baphia leptobotris","Defaunated",20.195
"359","DF_3B","7439",16.7,2.6,"Tree","Centroplacus glaucinus","Defaunated",20.195
"360","DF_3B","7654",18.2,2.8,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"361","DF_3B","4074",8.9,1.5,"Sapling","Agellae paradoxa","Defaunated",20.195
"362","DF_3B","5378",16.7,25,"Tree","Heisteria parvifolia","Defaunated",20.195
"363","DF_3B","5399",8.3,20,"Tree","Pausinystalia macroceras","Defaunated",20.195
"364","DF_3B","3891",37.7,3,"Tree","Baphia leptobotris","Defaunated",20.195
"365","DF_3B","3123",76.2,13,"Tree","Baphia leptobotris","Defaunated",20.195
"366","DF_3B","2108",2.9,15,"Tree","Centroplacus glaucinus","Defaunated",20.195
"367","DF_3B","7281",17.4,3.3,"Tree","Baphia leptobotris","Defaunated",20.195
"368","DF_3B","7205",17.1,1.9,"Sapling","Carapa procera","Defaunated",20.195
"369","DF_3B","7279",12.1,1.5,"Sapling","Warneckea sp 1","Defaunated",20.195
"370","DF_3B","5178",9.2,1.8,"Sapling","Ixelodepsis pogeana","Defaunated",20.195
"371","DF_3B","7176",16.1,2.1,"Tree","Odjendja gabonensis","Defaunated",20.195
"372","DF_3B","7192",114.3,15,"Tree","Baphia leptobotris","Defaunated",20.195
"373","DF_3B","7586",218.44,20,"Tree","Dacryodes klaineana","Defaunated",20.195
"374","DF_3B","756",20.2,3.3,"Tree","Chytranthus talbotii","Defaunated",20.195
"375","DF_3B","800",29.4,2.3,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"376","DF_3B","674",10.8,1.9,"Sapling","Strombosia pustulata","Defaunated",20.195
"377","DF_3B","1486",63.5,8,"Tree","Baphia leptobotris","Defaunated",20.195
"378","DF_3B","3184",15.9,3.5,"Tree","Lichostema glanscesens","Defaunated",20.195
"379","DF_3B","3863",29.4,5,"Tree","Eremospatha sp 1","Defaunated",20.195
"380","DF_3B","7705",231.14,30,"Tree","Pausinystalia macroceras","Defaunated",20.195
"381","DF_3B","3139",81.28,8,"Tree","Baphia leptobotris","Defaunated",20.195
"382","DF_3B","2162",21.2,3.7,"Tree","Lichostema glanscesens","Defaunated",20.195
"383","DF_3B","863",160.02,17,"Tree","Dialium pachyphyllum","Defaunated",20.195
"384","DF_3B","832",11.7,2.3,"Tree","Lichostema glanscesens","Defaunated",20.195
"385","DF_3B","806",12.2,3,"Tree","Campylospermum elongatum","Defaunated",20.195
"386","DF_3B","835",21.6,3.4,"Tree","Lichostema glanscesens","Defaunated",20.195
"387","DF_3B","7203",21.8,3.9,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"388","DF_3B","7238",17.4,3.2,"Tree","Eremospatha sp 1","Defaunated",20.195
"389","DF_3B","7299",3.3,1.5,"Sapling","Lichostema glanscesens","Defaunated",20.195
"390","DF_3B","2587",35.1,6,"Tree","Baphia leptobotris","Defaunated",20.195
"391","DF_3B","5271",10,1.7,"Sapling","Pseudoprosopis gilletti","Defaunated",20.195
"392","DF_3B","5282",16.3,3,"Tree","Baphia leptobotris","Defaunated",20.195
"393","DF_3B","7704",43.1,4.3,"Tree","Chytranthus talbotii","Defaunated",20.195
"394","DF_3B","5258",29.6,5,"Tree","Lichostema glanscesens","Defaunated",20.195
"395","DF_3B","5228",9.2,2,"Tree","Odoniodendron sp 1","Defaunated",20.195
"396","DF_3B","3805",13.5,1.54,"Sapling","Lichostema glanscesens","Defaunated",20.195
"397","DF_3B","7757",358.14,25,"Tree","Staudtia gabonensis","Defaunated",20.195
"398","DF_3B","877",11.2,2.1,"Tree","Phyllanthus diandrus","Defaunated",20.195
"399","DF_3B","899",13.4,1.6,"Sapling","Lichostema glanscesens","Defaunated",20.195
"400","DF_3B","881",10.6,1.54,"Sapling","Lichostema glanscesens","Defaunated",20.195
"401","DF_3B","7132",12.8,1.9,"Sapling","Lichostema glanscesens","Defaunated",20.195
"402","DF_3B","7158",13.7,1.5,"Sapling","Landolphia sp 1","Defaunated",20.195
"403","DF_3B","4073",20.4,2.31,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"404","DF_3B","5381",2.1,7,"Tree","Garcinia afzelli","Defaunated",20.195
"405","DF_3B","3528",23.9,2.9,"Tree","Baphia leptobotris","Defaunated",20.195
"406","DF_3B","3386",28.2,5.5,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"407","DF_3B","4841",17.3,2.7,"Tree","Baphia leptobotris","Defaunated",20.195
"408","DF_3B","4873",889,25,"Tree","Cyphocephalum ochocoa","Defaunated",20.195
"409","DF_3B","4047",589.28,25,"Tree","Pentaclethra eetveldeana","Defaunated",20.195
"410","DF_3B","4098",88.9,7,"Tree","Baphia leptobotris","Defaunated",20.195
"411","DF_3B","5289",13.8,2.2,"Tree","Chytranthus talbotii","Defaunated",20.195
"412","DF_3B","1334",91.44,13,"Tree","Baphia leptobotris","Defaunated",20.195
"413","DF_3B","5254",11.6,2.2,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"414","DF_3B","4788",6.7,1.6,"Sapling","Chytranthus talbotii","Defaunated",20.195
"415","DF_3B","7355",33.4,3,"Tree","Baphia leptobotris","Defaunated",20.195
"416","DF_3B","5124",93.98,9,"Tree","Baphia leptobotris","Defaunated",20.195
"417","DF_3B","5128",21.4,3,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"418","DF_3B","6922",12.5,1.8,"Sapling","Bleischmedia sp 1","Defaunated",20.195
"419","DF_3B","5150",15.5,3,"Tree","Phyllanthus diandrus","Defaunated",20.195
"420","DF_3B","5163",6.9,2.3,"Tree","Baphia leptobotris","Defaunated",20.195
"421","DF_3B","7915",37.6,4.5,"Tree","Baphia leptobotris","Defaunated",20.195
"422","DF_3B","3508",99.06,13,"Tree","Baphia leptobotris","Defaunated",20.195
"423","DF_3B","3574",44.3,5.5,"Tree","Baphia leptobotris","Defaunated",20.195
"424","DF_3B","1725",36.9,8,"Tree","Lichostema glanscesens","Defaunated",20.195
"425","DF_3B","4801",11.1,2.4,"Tree","Coffea sp 1","Defaunated",20.195
"426","DF_3B","1786",14.4,2.6,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"427","DF_3B","2672",33.4,5,"Tree","Eremospatha sp 1","Defaunated",20.195
"428","DF_3B","7886",23.4,3.52,"Tree","Xylopia quintasii","Defaunated",20.195
"429","DF_3B","5689",9.9,1.55,"Sapling","Eremospatha sp 1","Defaunated",20.195
"430","DF_3B","7840",6.7,1.6,"Sapling","Baphia leptobotris","Defaunated",20.195
"431","DF_3B","664",143,4,"Tree","Baphia leptobotris","Defaunated",20.195
"432","DF_3B","5118",13.3,2.1,"Tree","Napoleona vogellei","Defaunated",20.195
"433","DF_3B","2550",196,30,"Tree","Baphia leptobotris","Defaunated",20.195
"434","DF_3B","5863",8.1,2,"Tree","Lichostema glanscesens","Defaunated",20.195
"435","DF_3B","5187",263,30,"Tree","Garcinia afzelli","Defaunated",20.195
"436","DF_3B","5139",407,50,"Tree","Xylopia quintasii","Defaunated",20.195
"437","DF_3B","7494",25.6,2.1,"Tree","Milettia barteri","Defaunated",20.195
"438","DF_3B","7411",17.5,1.5,"Sapling","Grewia coriacea","Defaunated",20.195
"439","DF_3B","7479",21.8,2.1,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"440","DF_3B","3013",42,5,"Tree","Chytranthus talbotii","Defaunated",20.195
"441","DF_3B","7445",9.6,1.67,"Sapling","Baphia leptobotris","Defaunated",20.195
"442","DF_3B","4052",7.6,1.5,"Sapling","Psychotria sp 1","Defaunated",20.195
"443","DF_3B","125",72,20,"Tree","Centroplacus glaucinus","Defaunated",20.195
"444","DF_3B","228",32.9,4.3,"Tree","Baphia leptobotris","Defaunated",20.195
"445","DF_3B","3109",109,25,"Tree","Clenianthus gabonii","Defaunated",20.195
"446","DF_3B","3167",1014,50,"Tree","Synsepalum ochokoa","Defaunated",20.195
"447","DF_3B","2166",317,30,"Tree","Synsepalum longifolia","Defaunated",20.195
"448","DF_3B","3193",90,20,"Tree","Baphia leptobotris","Defaunated",20.195
"449","DF_3B","2174",9.1,2.3,"Tree","Lichostema glanscesens","Defaunated",20.195
"450","DF_3B","2126",8.6,1.9,"Sapling","Lichostema glanscesens","Defaunated",20.195
"451","DF_3B","2561",38.2,4.64,"Tree","Baphia leptobotris","Defaunated",20.195
"452","DF_3B","4982",16.4,2.3,"Tree","Lichostema glanscesens","Defaunated",20.195
"453","DF_3B","2535",24.3,3.5,"Tree","Baphia leptobotris","Defaunated",20.195
"454","DF_3B","7215",15.4,1.63,"Sapling","Coffea sp 1","Defaunated",20.195
"455","DF_3B","260",90,5,"Tree","Baphia leptobotris","Defaunated",20.195
"456","DF_3B","7138",17.5,1.5,"Sapling","Centroplacus glaucinus","Defaunated",20.195
"457","DF_3B","7459",25.5,3.9,"Tree","Baphia leptobotris","Defaunated",20.195
"458","DF_3B","1584",27.5,4.1,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"459","DF_3B","74",29.7,4.5,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"460","DF_3B","7142",14.7,1.8,"Sapling","Greenwayodendron suaveolens","Defaunated",20.195
"461","DF_3B","7152",240,35,"Tree","Lichostema glanscesens","Defaunated",20.195
"462","DF_3B","7202",43.3,5,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"463","DF_3B","7278",25.1,2.7,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"464","DF_3B","935",23.7,3.8,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"465","DF_3B","4338",14.5,1.9,"Sapling","Clenianthus gabonii","Defaunated",20.195
"466","DF_3B","4379",11.1,2.1,"Tree","Odjendja gabonensis","Defaunated",20.195
"467","DF_3B","3033",151,25,"Tree","Baphia leptobotris","Defaunated",20.195
"468","DF_3B","3912",28.8,5,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"469","DF_3B","771",53,5,"Tree","Baphia leptobotris","Defaunated",20.195
"470","DF_3B","7362",6.5,1.67,"Sapling","Lichostema glanscesens","Defaunated",20.195
"471","DF_3B","3015",36,5,"Tree","Baphia leptobotris","Defaunated",20.195
"472","DF_3B","632",7.9,3.7,"Tree","Lichostema glanscesens","Defaunated",20.195
"473","DF_3B","60",36.6,3.9,"Tree","Baphia leptobotris","Defaunated",20.195
"474","DF_3B","4476",11.6,2.2,"Tree","Garcinia afzelli","Defaunated",20.195
"475","DF_3B","1385",15.1,3.3,"Tree","Lichostema glanscesens","Defaunated",20.195
"476","DF_3B","4484",80,7,"Tree","Baphia leptobotris","Defaunated",20.195
"477","DF_3B","4492",25.1,3.5,"Tree","Lichostema glanscesens","Defaunated",20.195
"478","DF_3B","5475",11.2,1.7,"Sapling","Dialium pachyphyllum","Defaunated",20.195
"479","DF_3B","4405",54,6,"Tree","Baphia leptobotris","Defaunated",20.195
"480","DF_3B","2253",205,25,"Tree","Grewia coriacea","Defaunated",20.195
"481","DF_3B","3589",20.1,3,"Tree","Lichostema glanscesens","Defaunated",20.195
"482","DF_3B","5316",65,20,"Tree","Santiria trimera","Defaunated",20.195
"483","DF_3B","166",24.6,4,"Tree","Clenianthus gabonii","Defaunated",20.195
"484","DF_3B","5392",27.4,1.95,"Sapling","Baphia leptobotris","Defaunated",20.195
"485","DF_3B","3558",13.5,2.4,"Tree","Lichostema glanscesens","Defaunated",20.195
"486","DF_3B","5188",20.2,3.1,"Tree","Bleischmedia sp 1","Defaunated",20.195
"487","DF_3B","5125",11.3,1.9,"Sapling","Baphia leptobotris","Defaunated",20.195
"488","DF_3B","2416",11.2,1.8,"Sapling","Baphia leptobotris","Defaunated",20.195
"489","DF_3B","5111",29.7,4.83,"Tree","Baphia leptobotris","Defaunated",20.195
"490","DF_3B","3690",26.5,2.18,"Tree","Baphia leptobotris","Defaunated",20.195
"491","DF_3B","4035",24.3,4.5,"Tree","Baphia leptobotris","Defaunated",20.195
"492","DF_3B","3536",19.6,3.4,"Tree","Baphia leptobotris","Defaunated",20.195
"493","DF_3B","3570",20.4,3.48,"Tree","Baphia leptobotris","Defaunated",20.195
"494","DF_3B","4082",12.4,1.62,"Sapling","Scaphopetalum blackii","Defaunated",20.195
"495","DF_3B","4097",14.1,2.76,"Tree","Crudia gabonensis","Defaunated",20.195
"496","DF_3B","5351",26.9,4,"Tree","Napoleona vogellei","Defaunated",20.195
"497","DF_3B","3784",60,5,"Tree","Clenianthus gabonii","Defaunated",20.195
"498","DF_3B","7451",21,3,"Tree","Chytranthus talbotii","Defaunated",20.195
"499","DF_3B","5147",27.5,2.8,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"500","DF_3B","5165",12.9,2,"Tree","Coffea sp 1","Defaunated",20.195
"501","DF_3B","5194",9.4,1.6,"Sapling","Grewia coriacea","Defaunated",20.195
"502","DF_3B","5152",8.2,1.6,"Sapling","Agellae paradoxa","Defaunated",20.195
"503","DF_3B","5167",27.5,1.8,"Sapling","Plagiostyles africana","Defaunated",20.195
"504","DF_3B","7214",152,30,"Tree","Dialium bipindense","Defaunated",20.195
"505","DF_3B","7143",30.1,4.16,"Tree","Odjendja gabonensis","Defaunated",20.195
"506","DF_3B","683",13.7,2.5,"Tree","Grewia coriacea","Defaunated",20.195
"507","DF_3B","7472",27,4.4,"Tree","Baphia leptobotris","Defaunated",20.195
"508","DF_3B","606",24.8,2.2,"Tree","Clenianthus gabonii","Defaunated",20.195
"509","DF_3B","422",11.6,1.5,"Sapling","Landolphia sp 1","Defaunated",20.195
"510","DF_3B","777",27.7,4.2,"Tree","Clenianthus gabonii","Defaunated",20.195
"511","DF_3B","639",12.1,1.67,"Sapling","Clenianthus gabonii","Defaunated",20.195
"512","DF_3B","644",10.1,1.5,"Sapling","Coffea sp 1","Defaunated",20.195
"513","DF_3B","789",16.7,2.6,"Tree","Clenianthus gabonii","Defaunated",20.195
"514","DF_3B","851",60,15,"Tree","Baphia leptobotris","Defaunated",20.195
"515","DF_3B","816",18.6,2.8,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"516","DF_3B","873",75,7,"Tree","Baphia leptobotris","Defaunated",20.195
"517","DF_3B","7379",23.4,4.3,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"518","DF_3B","7389",13.8,1.5,"Sapling","Campylospermum elongatum","Defaunated",20.195
"519","DF_3B","7312",35.1,2.2,"Tree","Dialium bipindense","Defaunated",20.195
"520","DF_3B","7395",20.9,4,"Tree","Baphia leptobotris","Defaunated",20.195
"521","DF_3B","7375",9.2,1.6,"Sapling","Baphia leptobotris","Defaunated",20.195
"522","DF_3B","7349",18.9,2.1,"Tree","Afrostyrax lepidophyllus","Defaunated",20.195
"523","DF_3B","7333",31.3,5,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"524","DF_3B","3004",30.3,2.5,"Tree","Baphia leptobotris","Defaunated",20.195
"525","DF_3B","7497",14.6,1.73,"Sapling","Afrostyrax lepidophyllus","Defaunated",20.195
"526","DF_3B","5161",115,25,"Tree","Baphia leptobotris","Defaunated",20.195
"527","DF_3B","5101",241,40,"Tree","Synsepalum longifolia","Defaunated",20.195
"528","DF_3B","5186",15.7,1.6,"Sapling","Lichostema glanscesens","Defaunated",20.195
"529","DF_3B","1294",22.5,3.3,"Tree","Baphia leptobotris","Defaunated",20.195
"530","DF_3B","5246",17.9,1.6,"Sapling","Baphia leptobotris","Defaunated",20.195
"531","DF_3B","5300",39.3,6,"Tree","Baphia leptobotris","Defaunated",20.195
"532","DF_3B","3547",37.4,4.54,"Tree","Baphia leptobotris","Defaunated",20.195
"533","DF_3B","3282",18.1,2.3,"Tree","Greenwaydendron gabonica","Defaunated",20.195
"534","DF_3B","4420",10.2,1.7,"Sapling","Rhinorea sp 1","Defaunated",20.195
"535","DF_3B","5226",160,27,"Tree","Dialium dinklagei","Defaunated",20.195
"536","DF_3B","5276",34.8,5,"Tree","Baphia leptobotris","Defaunated",20.195
"537","DF_3B","3529",16.4,2.3,"Tree","Baphia leptobotris","Defaunated",20.195
"538","DF_3B","4028",8.2,1.5,"Sapling","Coffea sp 1","Defaunated",20.195
"539","DF_3B","4064",10.1,2.1,"Tree","Warneckea sp 1","Defaunated",20.195
"540","DF_3B","5142",28.9,3,"Tree","Baphia leptobotris","Defaunated",20.195
"541","DF_3B","5131",19.6,2.2,"Tree","Napoleona vogellei","Defaunated",20.195
"542","DF_3B","5121",30.2,1.58,"Sapling","Dachriodes normandii","Defaunated",20.195
"543","DF_3B","2411",14.7,1.74,"Sapling","Garcinia smickmannii","Defaunated",20.195
"544","DF_3B","2449",8.3,1.5,"Sapling","Garcinia afzelli","Defaunated",20.195
"545","DF_3B","2451",9.7,1.6,"Sapling","Manotes macrantha","Defaunated",20.195
"546","DF_3B","5138",10.1,1.5,"Sapling","Psychotria sp 2","Defaunated",20.195
"547","DF_3B","5126",10.7,1.7,"Sapling","Grewia coriacea","Defaunated",20.195
"548","DF_3B","6998",14.7,2.4,"Tree","Hymenostegia pelegrini","Defaunated",20.195
"549","DF_3B","5156",44.5,4,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"550","DF_3B","5172",10.1,1.6,"Sapling","Scorodophloeus zenkeri","Defaunated",20.195
"551","DF_3B","13",31,3.5,"Tree","Chytranthus sp 1","Defaunated",20.195
"552","DF_3B","5159",15.1,2.5,"Tree","Baphia leptobotris","Defaunated",20.195
"553","DF_3B","5112",38.6,5,"Tree","Chytranthus sp 1","Defaunated",20.195
"554","DF_3B","87",13.4,2.6,"Tree","Chytranthus talbotii","Defaunated",20.195
"555","DF_3B","5148",10.1,1.5,"Sapling","Eremospatha sp 1","Defaunated",20.195
"556","DF_3B","2422",225,25,"Tree","Baphia leptobotris","Defaunated",20.195
"557","DF_3B","5137",35.8,4,"Tree","Phyllanthus diandrus","Defaunated",20.195
"558","DF_3B","5247",21.1,2.63,"Tree","Centroplacus glaucinus","Defaunated",20.195
"559","DF_3B","7846",15.1,1.72,"Sapling","Coffea sp 1","Defaunated",20.195
"560","DF_3B","234",60.96,10,"Tree","Centroplacus glaucinus","Defaunated",20.195
"561","DF_3B","1123",20.7,3.07,"Tree","Clenianthus gabonii","Defaunated",20.195
"562","DF_3B","7778",36.6,7,"Tree","Picralima nitida","Defaunated",20.195
"563","DF_3B","1913",88.9,10,"Tree","Centroplacus glaucinus","Defaunated",20.195
"564","DF_3B","1143",35.4,7,"Tree","Centroplacus glaucinus","Defaunated",20.195
"565","DF_3B","7282",34.2,7,"Tree","Centroplacus glaucinus","Defaunated",20.195
"566","DF_3B","7230",27.6,4.24,"Tree","Greenwayodendron suaveolens","Defaunated",20.195
"567","DF_3B","7462",154.94,13,"Tree","Centroplacus glaucinus","Defaunated",20.195
"568","DF_3B","7290",14,1.9,"Sapling","Cryptosepalum sp 1","Defaunated",20.195
"569","DF_3B","7742",15.7,2,"Tree","Dialium pachyphyllum","Defaunated",20.195
